index,row,col
250,"[[2], [2, 1], [1], [2, 1], [2, 2]]","[[3], [1, 2], [1], [1, 2], [2, 1]]"
251,"[[2, 1], [4], [1, 1], [1, 1], [1, 2]]","[[3, 1], [2], [1, 1], [2, 1], [3]]"
252,"[[1], [1], [5], [1, 1, 1], [2]]","[[1, 2], [1, 1], [4], [1], [2]]"
253,"[[4], [1], [3, 1], [1], [1, 1]]","[[3, 1], [1, 1], [1, 1, 1], [1, 1], [1]]"
254,"[[4], [1, 1], [1, 2], [2], [0]]","[[1], [2, 1], [1, 1], [3], [1, 1]]"
255,"[[5], [1, 1], [2, 1], [1, 2], [3]]","[[4], [1, 1, 1], [1, 2], [2, 2], [1, 1]]"
256,"[[2, 1], [3], [1], [3, 1], [2, 1]]","[[1, 2], [2, 2], [1, 1], [2, 1], [1, 1]]"
257,"[[1, 1], [2], [1, 2], [3], [4]]","[[1, 1, 1], [1, 1], [5], [3], [1]]"
258,"[[5], [3], [3, 1], [1, 1], [1, 1]]","[[1, 2], [3, 1], [3], [2, 1], [1, 1, 1]]"
259,"[[1, 1], [2], [3, 1], [0], [2, 1]]","[[1, 1], [1, 1], [3, 1], [1], [1, 1]]"
260,"[[1, 2], [1], [3], [5], [2]]","[[1, 1], [2], [2], [5], [1, 2]]"
261,"[[4], [2, 1], [5], [4], [4]]","[[3], [5], [1, 3], [1, 3], [3, 1]]"
262,"[[2, 2], [2, 1], [1, 1, 1], [4], [1, 1]]","[[3, 1], [2, 1], [2], [1, 2], [4]]"
263,"[[1], [2], [2, 2], [1, 1, 1], [2, 1]]","[[3], [2, 1], [1, 1], [1, 1], [1, 2]]"
264,"[[1], [1, 1], [1, 1], [1, 1], [1, 3]]","[[1], [3], [2], [1, 1], [3]]"
265,"[[1, 2], [4], [3], [1, 1], [1, 3]]","[[1, 2], [3], [2, 1], [3, 1], [1, 2]]"
266,"[[0], [2, 1], [3], [1], [4]]","[[1, 1], [2, 1], [2, 1], [1], [1, 1]]"
267,"[[4], [1, 1], [1, 1], [2, 2], [1]]","[[3], [1, 2], [1], [2, 1], [1, 2]]"
268,"[[3], [2, 1], [1, 1], [1, 1], [1, 2]]","[[2, 1], [2], [1, 2], [1], [4]]"
269,"[[1, 2], [1, 1], [3], [3], [1, 3]]","[[1, 2], [3], [1, 3], [1, 1, 1], [1, 1]]"
270,"[[2, 1], [2], [1], [1, 2], [3, 1]]","[[3], [2, 1], [2, 2], [1], [1, 1]]"
271,"[[2, 2], [1], [1], [1, 3], [1, 1]]","[[1, 1], [2], [2], [1, 1], [1, 3]]"
272,"[[1, 1], [1, 1], [1], [2], [2, 1]]","[[2], [1], [3], [1], [2, 1]]"
273,"[[3, 1], [1], [2, 2], [2, 1], [2]]","[[1, 2], [1, 3], [1, 1], [2], [1, 2]]"
274,"[[1, 1], [1, 2], [2, 1], [0], [3, 1]]","[[1, 1], [3, 1], [1], [3], [1, 1]]"
275,"[[5], [1], [1, 1], [2], [4]]","[[2], [1, 1], [1, 3], [1, 2], [1, 1, 1]]"
276,"[[1, 2], [3, 1], [1, 1], [2, 2], [2]]","[[3], [2, 1], [1, 1], [1, 2], [4]]"
277,"[[2, 1], [1, 1], [1, 1], [0], [1]]","[[1], [1, 1], [2, 1], [1], [1]]"
278,"[[3], [2], [2], [1], [1, 3]]","[[1], [1], [2, 1], [5], [1, 1]]"
279,"[[4], [2, 1], [1, 1], [3], [1, 1, 1]]","[[2], [4], [2, 2], [1], [3, 1]]"
280,"[[1, 2], [1, 3], [1], [1, 3], [2]]","[[1, 1], [1, 1], [1, 2], [4], [2, 1]]"
281,"[[3], [2], [2], [2, 1], [1, 2]]","[[1], [1, 2], [5], [2, 1], [1]]"
282,"[[1], [1, 1, 1], [1], [3], [4]]","[[1, 1], [3], [2, 2], [2], [1]]"
283,"[[3, 1], [1, 2], [1, 1], [1, 1], [2, 1]]","[[2], [1, 3], [2, 1], [1], [1, 3]]"
284,"[[2, 1], [2], [3], [3, 1], [4]]","[[1], [1, 3], [1, 3], [2, 1], [2, 2]]"
285,"[[1, 3], [2, 2], [1, 1], [2], [1, 3]]","[[2, 1], [2], [1, 1], [2, 2], [5]]"
286,"[[1], [2, 1], [2], [1, 1, 1], [1, 2]]","[[1, 2], [1], [1, 1], [2, 1], [3]]"
287,"[[1, 2], [3], [0], [2], [1]]","[[1], [0], [2], [2, 1], [1, 2]]"
288,"[[2, 1], [1], [3, 1], [2, 1], [2]]","[[1, 1], [1, 3], [1, 2], [1], [1, 2]]"
289,"[[1, 2], [1, 2], [2], [3], [1, 1]]","[[1, 1], [1, 2], [1, 1], [3], [1, 1, 1]]"
290,"[[4], [1], [2, 2], [2, 2], [1, 1]]","[[2], [5], [1], [1, 3], [1, 2]]"
291,"[[3], [1, 1], [2, 2], [1, 1, 1], [1, 1]]","[[3], [3], [1, 1], [1, 1], [4]]"
292,"[[2, 1], [1, 1, 1], [0], [1, 1, 1], [3]]","[[2, 1], [1, 1], [1, 2], [1], [2, 1]]"
293,"[[2], [1], [3, 1], [1], [5]]","[[2, 1], [3], [1, 1, 1], [1, 1], [1, 1]]"
294,"[[1], [2], [2, 1], [1, 1, 1], [1, 1]]","[[1], [3, 1], [3], [1], [2]]"
295,"[[3], [1, 1, 1], [4], [1, 1], [1, 1]]","[[2, 1], [1, 1, 1], [3], [1], [4]]"
296,"[[1, 1], [1, 3], [1, 1], [1, 1], [1]]","[[2], [0], [2, 2], [2], [2, 1]]"
297,"[[3], [2], [4], [2, 1], [2, 2]]","[[1, 2], [1, 3], [3], [4], [1, 1]]"
298,"[[3], [2], [5], [1, 1], [1]]","[[2, 1], [3], [1, 1], [1, 2], [1, 1]]"
299,"[[4], [1, 1], [2], [2, 2], [2, 1]]","[[2], [1, 3], [3], [1, 2], [2, 1]]"
300,"[[5], [1], [0], [3, 1], [2]]","[[1, 1], [1, 1], [2, 1], [1, 1], [1, 2]]"
301,"[[2], [1], [0], [2], [1]]","[[1], [1, 2], [0], [1], [1]]"
302,"[[1, 1, 1], [1, 1, 1], [1, 1], [1, 1, 1], [1, 1]]","[[4], [1], [4], [1], [2, 1]]"
303,"[[1, 1, 1], [1, 1], [2, 1], [2, 1], [3]]","[[4], [2], [1, 1], [2], [3, 1]]"
304,"[[3], [1, 2], [1, 2], [1], [1]]","[[1, 1], [1], [2], [3, 1], [1, 1]]"
305,"[[2, 1], [2, 1], [3], [4], [1]]","[[1, 1], [2, 1], [1, 2], [3], [3]]"
306,"[[1], [1, 2], [1, 1], [1, 1], [1, 2]]","[[0], [1, 2], [1, 1], [1, 2], [2, 1]]"
307,"[[1, 1], [1, 1], [2], [1, 3], [3]]","[[1], [1, 1], [4], [1, 2], [1, 2]]"
308,"[[2, 2], [1, 2], [4], [1, 1], [5]]","[[5], [1, 1, 1], [2, 1], [3, 1], [1, 2]]"
309,"[[1, 3], [1, 1, 1], [1], [2], [1, 1, 1]]","[[3, 1], [0], [2, 2], [1, 1], [2, 1]]"
310,"[[1, 2], [1], [3, 1], [2], [2]]","[[1], [1, 1], [3], [1, 2], [1, 1, 1]]"
311,"[[1], [3], [1, 3], [1, 1], [1, 2]]","[[1, 1], [1], [2, 1], [4], [3]]"
312,"[[1, 1], [5], [1], [5], [1, 1, 1]]","[[1, 2], [2, 1], [1, 2], [2, 1], [4]]"
313,"[[2, 2], [2, 1], [2, 1], [2, 1], [2, 1]]","[[3, 1], [5], [1], [1], [5]]"
314,"[[1, 1, 1], [1, 2], [1], [1, 2], [3]]","[[4], [0], [1, 1], [1, 2], [2, 2]]"
315,"[[3, 1], [1, 1], [2, 1], [0], [1, 1]]","[[3, 1], [1, 1], [1, 1], [1], [2]]"
316,"[[1, 2], [1, 1], [2, 1], [1, 1], [1]]","[[1, 2], [2], [0], [2, 1], [1, 2]]"
317,"[[2], [1, 2], [1, 1], [1, 1], [1]]","[[2], [0], [4], [2, 1], [1]]"
318,"[[5], [2], [3], [1, 1], [1, 1, 1]]","[[1, 2], [1], [3, 1], [4], [1, 1, 1]]"
319,"[[3], [1, 1], [2], [2], [1, 1, 1]]","[[2, 1], [1, 2], [2, 2], [1], [1]]"
320,"[[3], [1, 2], [1, 3], [1, 1], [1, 1]]","[[3], [1, 1], [1, 1], [3, 1], [3]]"
321,"[[4], [3], [2], [1, 3], [1]]","[[1, 1], [1, 1], [5], [2, 1], [1, 1]]"
322,"[[1], [1], [2, 1], [3], [2, 1]]","[[1, 1], [4], [1], [1, 1], [1, 1]]"
323,"[[1, 1], [1, 1], [2, 1], [1], [3]]","[[3], [1], [1, 1], [2], [2, 1]]"
324,"[[1, 1], [3], [1], [2, 1], [2, 1]]","[[2], [2, 2], [1], [2], [3]]"
325,"[[2, 2], [2, 1], [1, 3], [1], [1, 1]]","[[1, 2], [2, 1], [2], [1, 1], [3, 1]]"
326,"[[1, 3], [1, 1], [1], [3, 1], [3]]","[[5], [2], [1, 2], [2], [1, 1]]"
327,"[[1, 1], [3], [3], [5], [1]]","[[1], [1, 2], [3], [3], [2, 2]]"
328,"[[4], [1], [1, 1, 1], [5], [2]]","[[2], [1, 1], [1, 2], [2, 2], [1, 3]]"
329,"[[3], [4], [1, 1], [0], [1, 3]]","[[3, 1], [2], [2, 1], [2, 1], [1]]"
330,"[[1], [1, 2], [5], [2], [1, 1]]","[[4], [1, 2], [1, 1], [2], [2]]"
331,"[[1], [3], [2, 1], [2], [3, 1]]","[[1, 1], [2, 1], [1, 2], [3], [1, 1]]"
332,"[[1, 1, 1], [1, 2], [3, 1], [5], [1, 1]]","[[5], [2], [5], [1, 1], [1, 2]]"
333,"[[1], [1], [2, 1], [1, 3], [2, 1]]","[[1, 3], [1, 1], [1], [1], [4]]"
334,"[[1, 1], [2], [1, 2], [3], [2, 2]]","[[2], [4], [2, 1], [1, 1], [1, 1, 1]]"
335,"[[3], [3], [1, 1, 1], [2, 1], [5]]","[[4], [1, 2], [3, 1], [1, 2], [1, 1, 1]]"
336,"[[1, 1], [2, 1], [2], [2], [2, 1]]","[[1, 2], [2, 2], [0], [1, 1, 1], [2]]"
337,"[[2], [4], [4], [2], [5]]","[[4], [4], [3, 1], [3, 1], [1]]"
338,"[[1], [1], [1], [1, 1], [5]]","[[1], [2], [1, 1, 1], [1], [1, 2]]"
339,"[[1], [4], [2, 2], [1], [4]]","[[1], [2, 1], [2, 1], [2, 1], [4]]"
340,"[[2, 1], [3], [0], [2, 1], [2, 2]]","[[2], [2, 2], [2], [1, 1], [1, 2]]"
341,"[[1], [2], [1, 1], [1, 1, 1], [2]]","[[3], [1, 1], [2], [1], [2]]"
342,"[[1, 2], [1, 2], [1, 1], [2, 1], [2]]","[[3], [1], [3], [2, 1], [1, 2]]"
343,"[[2, 1], [3], [5], [2], [2]]","[[1, 1], [4], [4], [2, 1], [1, 1]]"
344,"[[1], [4], [3], [2, 1], [2]]","[[1], [3], [3], [1, 1], [2, 2]]"
345,"[[3], [3, 1], [1, 1], [1, 1], [2]]","[[2, 1], [2, 1], [2, 1], [1, 1], [1, 1]]"
346,"[[2], [1, 1], [1, 1], [4], [1, 1, 1]]","[[1, 2], [1], [1, 3], [1, 1], [2, 1]]"
347,"[[2], [2], [2, 2], [1, 1], [1, 1]]","[[2], [4], [1], [1, 1], [3]]"
348,"[[3, 1], [1, 1], [1, 2], [1, 1, 1], [3]]","[[5], [1, 1], [1, 2], [1], [4]]"
349,"[[1, 2], [1, 1], [1, 1], [2], [1, 1]]","[[2], [3], [2, 1], [1, 1, 1], [0]]"
350,"[[5], [1, 1, 1], [1, 2], [4], [2, 1]]","[[2, 2], [1, 3], [2, 1], [1, 2], [3, 1]]"
351,"[[0], [1, 3], [5], [2, 1], [1, 1]]","[[2, 1], [2], [3], [2], [4]]"
352,"[[1, 2], [1], [1], [2, 2], [1, 1]]","[[1, 2], [1], [1, 1], [1, 1], [3]]"
353,"[[1], [3], [2], [3], [2, 2]]","[[1], [1, 1], [3], [2, 2], [1, 2]]"
354,"[[2, 1], [1, 1], [1, 2], [2], [1]]","[[1, 2], [2, 1], [0], [2], [1, 1, 1]]"
355,"[[2, 1], [1], [3, 1], [3], [1, 1]]","[[1, 1, 1], [4], [2], [1], [1, 1, 1]]"
356,"[[1, 1, 1], [3, 1], [2], [1, 2], [0]]","[[2, 1], [1], [2, 1], [2], [3]]"
357,"[[4], [1], [1, 2], [1, 2], [0]]","[[2], [1], [1, 2], [4], [1]]"
358,"[[3, 1], [1, 2], [2], [1, 1], [5]]","[[1, 1], [2, 2], [1, 1, 1], [4], [2, 1]]"
359,"[[1], [1], [1, 1, 1], [1], [1, 2]]","[[1], [1], [1], [1, 2], [2, 1]]"
360,"[[0], [1], [2], [5], [4]]","[[1], [2], [2], [3], [4]]"
361,"[[1, 1], [2, 1], [2], [1, 3], [1, 1]]","[[1, 2], [1], [1, 2], [1, 2], [3]]"
362,"[[2, 2], [3, 1], [1, 1], [1], [1, 2]]","[[3, 1], [2], [1], [1, 1, 1], [2, 2]]"
363,"[[3], [3], [1, 2], [1, 1], [4]]","[[1, 2], [3, 1], [2, 1], [1, 1, 1], [2]]"
364,"[[1, 2], [3], [4], [3, 1], [2]]","[[2, 1], [3], [3], [1, 1, 1], [1, 3]]"
365,"[[4], [1, 1], [2, 1], [1], [3]]","[[1], [1, 1, 1], [1, 1, 1], [2, 1], [1, 2]]"
366,"[[1, 2], [1], [3], [1, 3], [2, 2]]","[[3], [1, 1, 1], [3], [1, 2], [1, 2]]"
367,"[[2], [1, 1], [5], [3], [0]]","[[2], [3], [1, 2], [1, 1], [2]]"
368,"[[1, 1], [2], [1, 1], [1], [1, 2]]","[[1, 3], [0], [3], [1, 1], [1]]"
369,"[[3, 1], [1, 1], [1], [2], [1]]","[[1, 2], [1, 1], [2], [0], [3]]"
370,"[[1, 1], [2, 2], [1, 1], [2, 1], [1, 1]]","[[3], [2, 1], [1], [2], [4]]"
371,"[[2, 1], [2, 2], [2], [0], [1, 1]]","[[3, 1], [3], [0], [1, 1], [2]]"
372,"[[0], [1, 3], [1, 1], [0], [1]]","[[1], [0], [2], [1, 1], [2]]"
373,"[[2, 1], [2, 1], [1, 1], [4], [1, 1]]","[[2, 1], [2, 1], [3], [1, 1], [1, 2]]"
374,"[[1, 1, 1], [1], [2, 2], [2, 1], [1, 1]]","[[1, 3], [2], [1], [2, 1], [1, 2]]"
375,"[[1, 2], [1, 2], [3], [3], [3]]","[[4], [2], [4], [2, 1], [1, 1]]"
376,"[[2, 1], [5], [3], [2, 1], [0]]","[[4], [4], [2], [1, 1], [2]]"
377,"[[2, 1], [2, 1], [2, 1], [2, 1], [1, 2]]","[[4], [5], [0], [4], [1, 1]]"
378,"[[2], [1, 3], [3], [1, 3], [1, 2]]","[[2, 1], [1, 1], [3], [4], [4]]"
379,"[[1, 1], [1], [1, 1, 1], [2, 1], [1, 1]]","[[1, 1], [1], [5], [0], [3]]"
380,"[[1], [2], [1, 1, 1], [1], [1, 2]]","[[3, 1], [1], [1, 1], [2], [1]]"
381,"[[1, 1, 1], [1, 2], [2], [1, 2], [1, 1]]","[[2, 1], [0], [2, 2], [3], [1, 1, 1]]"
382,"[[2, 1], [3], [3, 1], [2, 1], [3, 1]]","[[4], [5], [3, 1], [0], [1, 3]]"
383,"[[2, 1], [4], [1, 1], [2, 1], [5]]","[[1, 3], [2, 2], [1, 1], [1, 2], [3, 1]]"
384,"[[1, 2], [5], [1, 2], [3], [2]]","[[3], [1, 2], [5], [4], [1]]"
385,"[[2, 2], [1, 2], [1, 3], [4], [2, 1]]","[[4], [1, 2], [3], [4], [3, 1]]"
386,"[[4], [1], [3], [2], [2]]","[[0], [1, 1, 1], [1, 1, 1], [4], [1, 1]]"
387,"[[2, 2], [2, 1], [5], [5], [1]]","[[4], [4], [2], [1, 3], [4]]"
388,"[[2, 1], [3], [1], [1, 1], [1, 1, 1]]","[[2, 1], [2, 1], [2, 1], [1], [2]]"
389,"[[1], [1, 1], [1, 2], [2], [1, 1]]","[[3], [1], [1], [1, 1], [3]]"
390,"[[1, 3], [5], [1, 1], [2, 1], [0]]","[[2, 1], [1, 1], [3], [2], [4]]"
391,"[[1, 1], [2, 1], [2], [2], [2, 2]]","[[1], [2, 1], [1, 1], [3], [3, 1]]"
392,"[[3], [2, 1], [1, 2], [1, 2], [3, 1]]","[[4], [2, 1], [1, 1], [1, 2], [4]]"
393,"[[1, 3], [2], [2], [1, 1, 1], [1, 2]]","[[2, 2], [2], [1, 2], [1, 1], [1, 2]]"
394,"[[1, 1], [2], [2, 1], [1, 1], [1]]","[[1, 1], [2], [0], [2], [2, 2]]"
395,"[[1, 2], [2, 1], [1, 2], [2], [1, 1]]","[[3, 1], [1, 1], [1], [3, 1], [1, 1]]"
396,"[[1], [2, 1], [2], [1], [3]]","[[2], [1, 1], [2, 1], [1, 1], [1]]"
397,"[[1, 3], [1, 3], [1], [1, 1], [1]]","[[3, 1], [1], [2], [2], [2, 1]]"
398,"[[1, 1, 1], [1], [1, 2], [1, 3], [2, 1]]","[[5], [1], [1, 2], [3], [1, 1]]"
399,"[[3], [5], [2], [1], [1, 1]]","[[2], [2, 1], [4], [2], [1, 1]]"
400,"[[1, 2], [1, 1], [5], [4], [3]]","[[3], [3], [1, 3], [5], [2]]"
401,"[[1], [1], [4], [1, 1], [3]]","[[1, 1], [2], [1, 1], [2, 1], [2]]"
402,"[[3], [2], [5], [2], [3]]","[[2, 1], [2, 1], [1, 3], [1, 2], [1, 1]]"
403,"[[1, 1], [4], [4], [1, 2], [3]]","[[2], [3, 1], [2, 1], [4], [3]]"
404,"[[4], [2, 2], [1], [3], [2, 2]]","[[1, 2], [2, 2], [1, 2], [2, 1], [2, 1]]"
405,"[[0], [1, 1], [0], [2, 2], [3]]","[[1, 1], [2], [1], [1, 2], [1]]"
406,"[[1, 1, 1], [1, 2], [1, 2], [1, 1], [1, 2]]","[[2, 2], [1], [2, 1], [4], [1, 1]]"
407,"[[2, 2], [3], [2, 1], [2], [2]]","[[1, 1, 1], [5], [1, 1], [2], [1, 1]]"
408,"[[2], [2], [1, 1], [5], [2]]","[[1], [2, 1], [5], [2], [2]]"
409,"[[1], [1, 1], [4], [1, 1, 1], [1, 2]]","[[2], [2], [3], [2, 1], [1, 2]]"
410,"[[1, 1, 1], [2, 1], [2], [3], [1, 2]]","[[2], [1, 1], [1, 2], [4], [1, 2]]"
411,"[[0], [3], [1], [3], [1, 1]]","[[1], [2], [3], [1, 1], [1]]"
412,"[[1, 1], [1, 2], [1, 1], [1, 3], [1, 1]]","[[1], [2, 1], [2], [1, 2], [4]]"
413,"[[4], [5], [4], [1, 1], [2]]","[[3, 1], [5], [3], [3], [1, 1]]"
414,"[[2, 1], [1], [2, 2], [1, 2], [2]]","[[4], [1, 1], [1], [1, 3], [1, 1]]"
415,"[[1, 1], [2], [5], [4], [1, 2]]","[[3], [1, 2], [2], [4], [3, 1]]"
416,"[[1, 1], [1], [3], [1, 1], [1, 1]]","[[3, 1], [2], [1, 1, 1], [1], [0]]"
417,"[[4], [2, 2], [2], [2], [1, 1]]","[[3, 1], [4], [1, 1], [2], [1, 1]]"
418,"[[4], [2, 1], [2], [2], [1, 2]]","[[1], [3, 1], [1, 1], [2, 2], [1, 2]]"
419,"[[2], [1, 2], [2], [2, 2], [1, 1]]","[[1], [1, 2], [1], [4], [4]]"
420,"[[4], [1, 1], [1, 2], [1, 1], [4]]","[[1], [5], [1, 1], [1, 3], [3]]"
421,"[[2, 2], [2], [3], [5], [1, 1]]","[[1, 2], [1, 2], [3], [4], [1, 2]]"
422,"[[5], [1, 3], [5], [1, 1], [5]]","[[5], [1, 1, 1], [3, 1], [3, 1], [5]]"
423,"[[1, 1, 1], [2], [4], [5], [3]]","[[2, 1], [4], [1, 3], [3], [1, 2]]"
424,"[[4], [1], [1, 2], [1, 2], [2]]","[[1, 2], [1, 1], [1, 3], [4], [0]]"
425,"[[1, 1], [2, 1], [1, 1], [1, 3], [5]]","[[2], [2, 1], [4], [1, 2], [4]]"
426,"[[1], [2, 2], [1], [2, 1], [3]]","[[1, 1], [4], [2], [2], [1, 1]]"
427,"[[1], [1, 1], [1, 1], [2, 1], [1, 1]]","[[1, 3], [1], [1], [1], [2, 1]]"
428,"[[1, 1], [2], [2, 1], [1, 1], [2, 2]]","[[1, 1], [1, 3], [0], [3, 1], [1, 2]]"
429,"[[1, 2], [1, 1], [4], [1, 1, 1], [2, 1]]","[[1, 2], [1, 1], [4], [1, 1], [4]]"
430,"[[1], [1, 1], [1, 2], [1], [1, 1]]","[[1], [1], [1, 1, 1], [2], [1, 1]]"
431,"[[3], [4], [1, 1, 1], [2, 1], [1, 1]]","[[2], [2, 2], [3], [2, 1], [2, 1]]"
432,"[[5], [1, 2], [1, 2], [1, 1], [2, 1]]","[[1], [5], [1, 1], [4], [3, 1]]"
433,"[[1, 2], [2], [1, 1], [3], [1, 1]]","[[0], [1, 1], [1, 2], [4], [1, 2]]"
434,"[[1, 1], [1, 1], [2], [3, 1], [1]]","[[1, 1], [3], [1, 2], [0], [2, 1]]"
435,"[[2], [1, 1, 1], [1, 1], [1, 2], [1, 2]]","[[1, 2], [0], [5], [1, 2], [2]]"
436,"[[1, 1, 1], [2, 2], [2, 1], [2], [1, 3]]","[[5], [3], [1, 1], [1, 1], [3, 1]]"
437,"[[2, 1], [1, 3], [1, 3], [2, 1], [1]]","[[4], [1, 1], [2], [3], [3, 1]]"
438,"[[4], [1, 2], [1, 1], [1, 2], [1]]","[[2], [1, 1], [3], [2, 2], [1, 1]]"
439,"[[1, 3], [2], [0], [2, 2], [2]]","[[1, 1], [1], [2, 1], [2, 2], [1, 1]]"
440,"[[1, 1], [2, 1], [4], [2, 1], [2, 1]]","[[4], [4], [1, 1, 1], [2], [2]]"
441,"[[3], [2, 1], [1, 1], [5], [2]]","[[1, 1], [4], [1, 1], [2, 2], [3]]"
442,"[[1, 1], [2, 2], [2, 2], [1, 2], [1]]","[[3], [3], [1], [4], [2, 1]]"
443,"[[0], [1, 1], [1, 2], [1], [1, 2]]","[[2, 1], [1], [1, 1], [2, 1], [0]]"
444,"[[4], [1, 1], [4], [1], [0]]","[[1, 1], [3], [1, 1], [4], [0]]"
445,"[[3, 1], [2, 2], [5], [2], [1]]","[[3], [3], [1, 2], [4], [3]]"
446,"[[1, 1], [2, 1], [3], [3], [1]]","[[1], [2, 1], [2], [1, 3], [2]]"
447,"[[3], [3], [1, 1], [2], [2]]","[[1, 1], [2], [3], [1, 2], [2]]"
448,"[[1, 2], [1], [2, 1], [2, 1], [2]]","[[2, 1], [1, 3], [1], [1, 1], [1, 1]]"
449,"[[2, 1], [4], [3, 1], [1], [2]]","[[2, 1], [3, 1], [3], [1], [1, 2]]"
450,"[[3], [2], [1], [4], [3]]","[[2], [2, 2], [1, 3], [2], [1]]"
451,"[[4], [2, 1], [3, 1], [5], [1, 2]]","[[1, 3], [4], [4], [1, 2], [4]]"
452,"[[2], [1], [1, 2], [1, 1], [1, 3]]","[[3], [0], [1, 2], [1, 1, 1], [1, 1, 1]]"
453,"[[1, 1], [3, 1], [1], [4], [1, 1]]","[[2], [1, 1], [1, 2], [1], [5]]"
454,"[[1, 2], [3], [1], [3], [1, 1, 1]]","[[1, 1], [1, 1], [1, 2], [2, 1], [2, 1]]"
455,"[[2, 1], [2, 2], [3], [1, 1], [2]]","[[1, 1], [2, 2], [1, 1], [2], [4]]"
456,"[[2], [2], [2, 2], [2], [1, 1]]","[[1, 2], [1, 3], [0], [2], [2, 1]]"
457,"[[1], [1, 2], [3], [1, 1], [3, 1]]","[[2], [2, 1], [1, 1], [2], [4]]"
458,"[[4], [2], [2, 1], [3], [2]]","[[1], [5], [4], [1, 1], [1, 1]]"
459,"[[1], [3], [2], [3], [3]]","[[2], [2], [5], [2], [1]]"
460,"[[1, 1], [1], [1, 1], [2], [2, 1]]","[[1, 2], [2], [3, 1], [0], [1]]"
461,"[[1, 2], [3], [1], [1], [5]]","[[1, 1, 1], [1, 1], [1, 2], [2, 1], [1, 1]]"
462,"[[1, 2], [4], [3], [1, 1], [1, 1]]","[[2, 1], [3], [3], [3, 1], [1]]"
463,"[[1, 2], [2, 1], [1, 2], [3], [2]]","[[2], [2], [3], [1, 3], [2, 1]]"
464,"[[1, 1], [1], [2, 1], [3, 1], [2, 2]]","[[1, 3], [4], [1], [1, 1, 1], [2]]"
465,"[[2], [5], [1, 1, 1], [2], [3]]","[[2], [2], [3, 1], [1, 2], [4]]"
466,"[[3], [1, 1], [5], [1, 3], [1, 2]]","[[4], [1], [1, 2], [1, 3], [5]]"
467,"[[5], [2, 1], [3], [1, 1, 1], [1, 1]]","[[1, 1], [3, 1], [4], [1, 1], [2, 2]]"
468,"[[1], [4], [1, 2], [4], [2]]","[[2, 1], [1, 2], [3], [3], [1, 1]]"
469,"[[1, 3], [5], [3], [2, 1], [1, 2]]","[[2, 2], [3], [3, 1], [5], [2]]"
470,"[[2], [1], [4], [3], [1, 2]]","[[1, 1], [3, 1], [2], [3], [2]]"
471,"[[1, 1], [1], [4], [1, 2], [3]]","[[1], [2], [1, 1], [5], [3]]"
472,"[[2, 2], [2], [1, 1], [0], [1, 1]]","[[1], [1, 1, 1], [1], [3], [1, 1]]"
473,"[[1], [2], [1, 1], [1], [2]]","[[0], [0], [1, 1, 1], [1, 1], [3]]"
474,"[[1, 1], [4], [2, 2], [1, 1], [2]]","[[3], [2, 1], [1, 2], [3], [2]]"
475,"[[1, 1, 1], [3], [2, 1], [1, 2], [2]]","[[1, 1], [3], [2], [1, 2], [1, 3]]"
476,"[[5], [1, 2], [3], [1, 2], [2]]","[[2, 2], [1, 1], [1, 1], [4], [4]]"
477,"[[1, 1], [1, 1, 1], [1, 1], [1, 1], [1, 1]]","[[4], [0], [3], [2], [2]]"
478,"[[3, 1], [2], [2], [1, 1, 1], [2, 2]]","[[1, 2], [1, 1], [2, 1], [2, 1], [1, 3]]"
479,"[[2], [1, 1, 1], [4], [1], [1, 1, 1]]","[[1, 2], [1], [3, 1], [1, 1], [2, 1]]"
480,"[[2], [2, 1], [1], [5], [2]]","[[2, 1], [2, 2], [2], [1], [3]]"
481,"[[1, 1], [3], [1], [1, 3], [3]]","[[1], [2, 1], [1, 2], [5], [1]]"
482,"[[4], [1, 1, 1], [2, 2], [1], [1, 1]]","[[3], [1, 1, 1], [2], [1, 2], [2, 1]]"
483,"[[1, 1, 1], [1, 1], [2, 1], [3], [1, 1]]","[[1, 2], [4], [1, 1], [1, 1], [1, 1]]"
484,"[[3], [1], [5], [1, 3], [2, 1]]","[[2], [3, 1], [1, 3], [1, 2], [3]]"
485,"[[3, 1], [2], [2], [1, 2], [3]]","[[1], [2, 2], [3, 1], [3], [1, 1]]"
486,"[[1, 1, 1], [4], [1, 1], [1, 2], [1]]","[[4], [1], [2], [1, 2], [1, 2]]"
487,"[[1, 2], [2, 1], [2], [1, 1], [5]]","[[1, 1], [2, 1], [4], [1, 1], [2, 2]]"
488,"[[3], [1, 3], [1, 1], [2], [1, 1, 1]]","[[1, 1], [2], [2, 2], [2], [3, 1]]"
489,"[[3], [5], [1, 3], [1, 1], [2]]","[[4], [2], [4], [2, 1], [2, 1]]"
490,"[[2, 1], [2], [1, 1], [2], [2, 1]]","[[1, 1], [1, 2], [3], [1], [1, 1, 1]]"
491,"[[1, 1, 1], [3], [2, 1], [1, 2], [4]]","[[1, 2], [1, 1], [2, 2], [4], [2, 1]]"
492,"[[1], [4], [2, 2], [1], [1, 1]]","[[2, 1], [3], [1], [2, 1], [1, 1]]"
493,"[[1, 1], [2, 2], [1, 1], [1, 3], [2]]","[[2, 1], [1], [1, 3], [1, 2], [3]]"
494,"[[1, 3], [1, 1], [2, 1], [3], [1, 1]]","[[1, 3], [2], [2, 2], [1, 1], [2]]"
